"","castaway_id","full_name","short_name","date_of_birth","date_of_death","gender","race","ethnicity","occupation","personality_type"
"497",497,"Ken McNickle","Ken",1982-09-20,NA,"Male",NA,NA,"Model","ISFP"
"498",498,"Adam Klein","Adam",1991-01-15,NA,"Male","White","Jewish","Homeless Shelter Manager;Keynote Speaker and Host","ENTP"
"499",499,"Katrina Radke","Katrina",1970-12-17,NA,"Female",NA,NA,"Olympian","ENFP"
"500",500,"Simone Nguyen","Simone",1991-05-31,NA,"Female","Asian",NA,"Diversity Advocate","INTP"
"501",501,"Patrick Bolton","Patrick",1992-03-06,NA,"Male",NA,NA,"Small Business Owner","ESTP"
"502",502,"Alan Ball","Alan",1985-03-29,NA,"Male","Black",NA,"NFL Player","ISTP"
"503",503,"Roark Luskin","Roark",1989-11-30,NA,"Female",NA,NA,"Social Worker","ENTP"
"504",504,"Alexandrea Elliott","Ali",1992-11-13,NA,"Female","Black",NA,"Celebrity Assistant","INFJ"
"505",505,"Jessica Johnston","Jessica",1987-04-05,NA,"Female",NA,NA,"Nurse Practitioner","ENFP"
"506",506,"Desiree Williams","Desi",1989-06-14,NA,"Female","Black",NA,"Phyiscal Therapist","ESFJ"
"507",507,"Cole Medders","Cole",1992-09-18,NA,"Male",NA,NA,"Wilderness Therapy Guide","ISFP"
"508",508,"John Hilsabeck","JP",1988-06-22,NA,"Male",NA,NA,"Firefighter","ISFP"
"509",509,"Joe Mena","Joe",1983-03-15,NA,"Male",NA,"Hispanic or Latino","Probation Officer","ESTJ"
"510",510,"Lauren Rimmer","Lauren",1982-03-06,NA,"Female",NA,NA,"Fisherman","ISTJ"
"511",511,"Ashley Nolan","Ashley",1990-09-17,NA,"Female",NA,NA,"Lifeguard","ESFP"
"512",512,"Mike Zahalsky","Mike",1973-09-11,NA,"Male","White","Jewish","Urologist","ENFP"
"513",513,"Devon Pinto","Devon",1993-03-06,NA,"Male",NA,"Hispanic or Latino","Surf Instructor","INFJ"
"514",514,"Ryan Ulrich","Ryan",1993-09-08,NA,"Male",NA,NA,"Bellhop","ENFP"
"515",515,"Chrissy Hofbeck","Chrissy",1971-03-09,NA,"Female",NA,NA,"Actuary","ENTJ"
"516",516,"Ben Driebergen","Ben",1983-01-01,NA,"Male",NA,NA,"Marine;Real Estate/Stay-at-home Dad","ESFP"
"517",517,"Stephanie Gonzalez","Gonzalez",1991-04-22,NA,"Female",NA,"Hispanic or Latino","Graphic Sales","ESTJ"
"518",518,"Jacob Derwin","Jacob",1995-06-01,NA,"Male","White","Jewish","Music Teacher","INFP"
"519",519,"Morgan Ricke","Morgan",1987-08-07,NA,"Female",NA,NA,"Marine Animal Trainer","ENFP"
"520",520,"Brendan Shapiro","Brendan",1976-06-17,NA,"Male",NA,NA,"Physical Education Teacher","ENFJ"
"521",521,"Stephanie Johnson","Stephanie",1982-09-10,NA,"Female",NA,NA,"Yoga Instructor","ENFP"
"522",522,"James Lim","James",1993-03-17,NA,"Male","Asian","Korean American","Business Analyst","INTJ"
"523",523,"Bradley Kleihege","Bradley",1990-09-14,NA,"Male",NA,NA,"Law Student","ENTJ"
"524",524,"Chris Noble","Chris",1989-12-04,NA,"Male",NA,NA,"Male Model","ESTJ"
"525",525,"Libby Vincek","Libby",1992-08-24,NA,"Female",NA,NA,"Social Media Strategist","ESFJ"
"526",526,"Desiree Afuye","Desiree",1996-02-03,NA,"Female","Black",NA,"Student","ESFP"
"527",527,"Jenna Bowman","Jenna",1993-11-10,NA,"Female",NA,NA,"Advertising Account Executive","ISTJ"
"528",528,"Michael Yerger","Michael",1998-07-20,NA,"Male",NA,NA,"Real Estate Agent","INFJ"
"529",529,"Chelsea Townsend","Chelsea",1992-05-25,NA,"Female",NA,NA,"EMT/Pro Cheerleader","ISFP"
"530",530,"Kellyn Bechtold","Kellyn",1986-11-01,NA,"Female",NA,NA,"Career Counselor","ESFJ"
"531",531,"Sebastian Noel","Sebastian",1994-07-20,NA,"Male",NA,NA,"Fishing Guide","ESFP"
"532",532,"Donathan Hurley","Donathan",1991-07-19,NA,"Male",NA,NA,"Caretaker","ENFP"
"533",533,"Angela Perkins","Angela",1974-11-02,NA,"Female",NA,NA,"Army Veteran","ISTJ"
"534",534,"Laurel Johnson","Laurel",1988-02-29,NA,"Female","Black",NA,"Financial Consultant","INTP"
"535",535,"Domenick Abbate","Domenick",1978-10-31,NA,"Male",NA,NA,"Construction Supervisor","ESTP"
"536",536,"Wendell Holland","Wendell",1984-03-08,NA,"Male","Black",NA,"Furniture Company Owner;Furniture Designer","INFJ"
"537",537,"Pat Cusack","Pat",1977-02-25,NA,"Male",NA,NA,"Maintenance Manager","ESTP"
"538",538,"Jessica Peet","Jessica",1998-10-22,NA,"Female",NA,NA,"Waitress","ENFP"
"539",539,"Jeremy Crawford","Jeremy",1978-04-26,NA,"Male","Black",NA,"Attorney","ENFJ"
"540",540,"Bi Nguyen","Bi",1989-10-30,NA,"Female","Asian",NA,"MMA Fighter","ISFP"
"541",541,"Natalia Azoqa","Natalia",1992-04-02,NA,"Female","Asian",NA,"Industrial Engineer","ESTJ"
"542",542,"Natalie Cole","Natalie",1961-02-26,NA,"Female","Black",NA,"Publishing CEO","ESTJ"
"543",543,"Lyrsa Torres","Lyrsa",1981-09-12,NA,"Female",NA,"Hispanic","Airline Agent","ISFP"
"544",544,"Elizabeth Olson","Elizabeth",1987-01-22,NA,"Female",NA,NA,"Kitchen Staff","ESTP"
"545",545,"John Hennigan","John",1979-10-03,NA,"Male",NA,NA,"Pro Wrestler","INFJ"
"546",546,"Dan Rengering","Dan",1990-04-07,NA,"Male",NA,NA,"S.W.A.T. Officer","ESFP"
"547",547,"Alec Merlino","Alec",1993-10-15,NA,"Male",NA,NA,"Bartender","ESFP"
"548",548,"Carl Boudreaux","Carl",1976-10-29,NA,"Male","Black",NA,"Truck Driver","ISFJ"
"549",549,"Gabby Pascuzzi","Gabby",1993-03-23,NA,"Female","Asian",NA,"Technical Writer","INFP"
"550",550,"Christian Hubicki","Christian",1985-12-06,NA,"Male",NA,NA,"Robotics Scientist","ENFP"
"551",551,"Davie Rickenbacker","Davie",1987-09-14,NA,"Male","Black",NA,"Social Media Manager","ENFP"
"552",552,"Alison Raybould","Alison",1989-07-12,NA,"Female",NA,NA,"Physician","ENFJ"
"553",553,"Kara Kay","Kara",1987-11-20,NA,"Female",NA,NA,"Realtor","ENFJ"
"554",554,"Angelina Keeley","Angelina",1989-07-06,NA,"Female",NA,"Hispanic or Latino","Financial Consultant","ENTJ"
"555",555,"Mike White","Mike",1970-06-28,NA,"Male",NA,NA,"Filmmaker","INFP"
"556",556,"Nick Wilson","Nick",1990-06-11,NA,"Male",NA,NA,"Public Defender;Attorney","ENTP"
"557",557,"Reem Daly","Reem",1971-07-08,NA,"Female",NA,NA,"Sales Representative","ESTP"
"558",558,"Keith Sowell","Keith",1998-07-16,NA,"Male","Black",NA,"Pre-Med Student","INFP"
"559",559,"Chris Underwood","Chris",1992-10-06,NA,"Male",NA,"Hispanic or Latino","District Sales Manager","ENTP"
"560",560,"Rick Devens","Rick",1984-04-05,NA,"Male",NA,NA,"Morning News Anchor","ENTP"
"561",561,"Wendy Diaz","Wendy",1992-09-26,NA,"Female",NA,"Hispanic or Latino","Small Business Owner","ENFP"
"562",562,"Eric Hafemann","Eric",1983-04-13,NA,"Male",NA,NA,"Firefighter","ESTP"
"563",563,"Julia Carter","Julia",1993-04-18,NA,"Female","Black",NA,"Medical Assistant","ESFJ"
"564",564,"Dan DaSilva","Wardog",1980-03-31,NA,"Male",NA,NA,"Law Student/Former Military","ENTP"
"565",565,"Ron Clark","Ron",1971-10-24,NA,"Male",NA,NA,"Teacher",NA
"566",566,"Aurora McCreary","Aurora",1985-12-21,NA,"Female",NA,NA,"Divorce Lawyer","ISTP"
"567",567,"Victoria Baamonde","Victoria",1994-07-18,NA,"Female",NA,"Hispanic or Latino","Waitress","INTP"
"568",568,"Lauren O'Connell","Lauren",1996-10-25,NA,"Female",NA,NA,"Student","ESFP"
"569",569,"Julie Rosenberg","Julie",1971-10-09,NA,"Female","White","Jewish","Toymaker","ENFP"
"570",570,"Gavin Whitson","Gavin",1994-07-20,NA,"Male",NA,NA,"YMCA Program Director","ISFJ"
"571",571,"Ronnie Bardah","Ronnie",1982-08-29,NA,"Male","Asian, Black","Jewish","Professional Poker Player","ISTP"
"572",572,"Molly Byman","Molly",1990-10-05,NA,"Female",NA,NA,"Law Student","INTJ"
"573",573,"Vince Moua","Vince",1991-04-09,NA,"Male","Asian","Hmong","Admissions Counselor","ENFP"
"574",574,"Chelsea Walker","Chelsea",1992-03-10,NA,"Female",NA,NA,"Digital Content Creator","ENTP"
"575",575,"Tom Laidlaw","Tom",1958-04-15,NA,"Male",NA,NA,"Former NHL Player","ESFJ"
"576",576,"Jason Linden","Jason",1986-08-04,NA,"Male","White","Jewish","Personal Injury Lawyer","ENTP"
"577",577,"Jack Nichting","Jack",1995-06-05,NA,"Male",NA,NA,"Graduate Student","ENFP"
"578",578,"Kellee Kim","Kellee",1989-10-17,NA,"Female","Asian",NA,"MBA Student","INTP"
"579",579,"Jamal Shipman","Jamal",1985-05-09,NA,"Male","Black","Hispanic or Latino","College Administrator","ENFJ"
"580",580,"Aaron Meredith","Aaron",1982-12-16,NA,"Male","Black",NA,"Gym Owner","ESTJ"
"581",581,"Missy Byrd","Missy",1994-07-01,NA,"Female","Black",NA,"Air Force Veteran","INTJ"
"582",582,"Elizabeth Beisel","Elizabeth",1992-08-18,NA,"Female",NA,NA,"Olympic Medalist","ENFJ"
"583",583,"Karishma Patel","Karishma",1981-12-07,NA,"Female","Asian",NA,"Personal Injury Lawyer","INFP"
"584",584,"Elaine Stott","Elaine",1978-01-13,NA,"Female",NA,NA,"Factory Worker","ENFP"
"585",585,"Dan Spilo","Dan",1970-06-28,NA,"Male",NA,NA,"Talent Manager","ENTJ"
"586",586,"Janet Carbin","Janet",1959-06-15,NA,"Female",NA,NA,"Chief Lifeguard","ENFJ"
"587",587,"Lauren Beck","Lauren",1989-11-16,NA,"Female","Black",NA,"Nanny","ENFP"
"588",588,"Noura Salman","Noura",1982-08-23,NA,"Female","Asian",NA,"Entrepreneur","ENFP"
"589",589,"Dean Kowalski","Dean",1990-04-12,NA,"Male",NA,NA,"Tech Sales","ISTP"
"590",590,"Tommy Sheehan","Tommy",1992-10-26,NA,"Male",NA,NA,"4th Grade Teacher","ENFJ"
"591",591,"Eric Abraham","Abraham",1970-06-10,NA,"Male","Black",NA,"Cyber Security Analyst","ESTJ"
"592",592,"Sara Wilson","Sara",1997-06-28,NA,"Female",NA,NA,"Healthcare Consultant","INTJ"
"593",593,"Heather Aldret","Heather",1969-03-01,NA,"Female",NA,NA,"Stay-at-home Mom","ISFJ"
"594",594,"Erika Casupanan","Erika",1989-07-20,NA,"Female","Asian",NA,"Communications Manager","ENFP"
"595",595,"Genie Chen","Genie",1975-03-04,NA,"Female","Asian",NA,"Grocery Clerk","ISFP"
"596",596,"Ricard Foye","Ricard",1989-12-04,NA,"Male",NA,"Hispanic or Latino","Flight Attendant","ENTJ"
"597",597,"Xander Hastings","Xander",2000-08-11,NA,"Male",NA,NA,"App Developer","INFJ"
"598",598,"Evvie Jagoda","Evvie",1992-10-26,NA,"Non-binary","White","Jewish","Ph.D. Student","ENFP"
"599",599,"Danny McCray","Danny",1988-03-10,NA,"Male","Black",NA,"Ex-NFL Player","INFJ"
"600",600,"Naseer Muttalif","Naseer",1984-06-21,NA,"Male","Asian","Sri Lankan","Sales Manager","ESFJ"
"601",601,"Deshawn Radden","Deshawn",1995-09-17,NA,"Male","Black",NA,"Medical Student","ENTP"
"602",602,"Brad Reese","Brad",1971-07-21,NA,"Male",NA,NA,"Rancher","ESFP"
"603",603,"Jairus Robinson","JD",2001-03-18,NA,"Male","Black",NA,"College Student","ESFP"
"604",604,"Tiffany Seely","Tiffany",1973-12-08,NA,"Female","White","Jewish","Teacher","ENTP"
"605",605,"Sydney Segal","Sydney",1995-07-19,NA,"Female","White","Jewish","Law Student","ESTP"
"606",606,"Shantel Smith","Shan",1987-03-11,NA,"Female","Black",NA,"Pastor","ENFJ"
"607",607,"David Voce","Voce",1986-05-01,NA,"Male",NA,NA,"Neurosurgeon","ENTJ"
"608",608,"Liana Wallace","Liana",2000-10-25,NA,"Female","Black","Jewish","College Student","ESTJ"
